,pc1,pc2,pc3,pc4,pc5,pc6,pc7,pc8,pc9,pc10
0,0.9980250518567586,-0.10265081985314888,0.7615676283197136,0.396486315330596,0.9119768317218959,0.7133312483550642,0.7575567238782693,-0.049059976873621486,-0.1649502826672571,-0.262695927364455
1,0.6521635970284518,0.45164418656280136,-0.5677278008415899,-0.03872605374381038,-0.03595265795035501,-0.18169580442860944,-0.19384093522696938,-0.1480948731049155,-0.20802429197755742,-0.247326267752981
2,0.9060127289553653,-0.4609074208249812,-0.1518595149143913,-0.13104208367228848,0.5601324530180752,0.479099502624097,-0.4804562504929068,-0.06748528779452333,-0.10116751706872255,-0.07612758324253151
3,0.9060127289553654,-0.46090742082501573,-0.15185951491439942,-0.13104208367225326,0.5601324530180917,0.4790995026241331,-0.4804562504928626,-0.06748528779449425,-0.10116751706870984,-0.07612758324257651
4,0.9060127289553734,-0.46090742082501385,-0.1518595149143945,-0.13104208367226253,0.5601324530181025,0.47909950262411044,-0.48045625049285984,-0.06748528779449539,-0.10116751706870256,-0.0761275832425737
5,0.7790002461754106,0.3866586120251361,-0.608299207836134,0.2941357022075255,0.19328622495511757,-0.23548197262775164,0.43637359944731957,0.48956040687998187,-0.286564599737683,-0.29045095695760337
6,0.2469907427369081,0.21327099097403845,1.247885143522534,-0.5132060763044002,0.38072660969878097,1.0449882860406479,0.13256379029357301,-0.054899448090891034,-0.23567960093581689,0.4331631179985162
7,0.18368135701093252,0.003084837560931597,0.9098767802316212,0.0062393523746576245,-0.1919552449074566,-0.03543809634875744,-0.3082311826341522,0.20182031633801162,0.24598701262750622,-0.32857623964002974
8,-0.3759834862377687,-0.6996838785500281,0.04923984982396156,-0.2814422585838831,-0.08660858487709606,-0.3003223473966076,-0.05046117615395793,0.014764559044157693,-0.005408083058026662,0.022904126350578886
9,0.858577523456328,0.47418984017234134,-0.40677071217059174,-0.010156342787399136,0.1836057605244985,0.06441396148503795,1.1468552986164997,-0.018162456798018752,-0.27472172040925164,-0.29820145318066765
10,1.0691137200797747,-0.28595418094413905,-0.14109933196846264,0.12014149593424177,-0.12769641045674118,-0.3107924957731188,-0.19305790607700418,-0.20465907435508504,0.4810222961254177,0.5088366114805449
11,-0.4108078124835257,-0.2764417030404653,1.0032384000526704,-0.08677561553252482,0.035996910921250444,-0.012304433466531142,0.5573372635428604,-0.604465410019783,0.009349459103744033,-0.120539528566719
12,-0.5926572930826499,-0.7639037667372421,-0.19866041517043323,0.22483650000915714,-0.5506474017577552,0.3280603636510232,-0.026138063896809085,-0.014987599442477314,0.13362014729206012,0.03527489542256717
13,0.998025051856684,-0.10265081985312748,0.761567628319705,0.39648631533053974,0.9119768317219131,0.7133312483550761,0.7575567238782231,-0.04905997687364229,-0.16495028266714132,-0.26269592736448605
14,0.6521635970283406,0.45164418656281247,-0.5677278008415266,-0.038726053743918895,-0.03595265795035784,-0.18169580442864855,-0.19384093522695636,-0.14809487310482117,-0.20802429197746833,-0.24732626775299424
15,0.9060127289553722,-0.46090742082501335,-0.15185951491439528,-0.1310420836722611,0.5601324530180929,0.4790995026241042,-0.4804562504928623,-0.06748528779449775,-0.10116751706870131,-0.07612758324257549
16,0.9060127289553722,-0.46090742082501335,-0.15185951491439528,-0.1310420836722611,0.5601324530180929,0.4790995026241042,-0.4804562504928623,-0.06748528779449775,-0.10116751706870131,-0.07612758324257549
17,0.9060127289553722,-0.46090742082501335,-0.15185951491439528,-0.1310420836722611,0.5601324530180929,0.4790995026241042,-0.4804562504928623,-0.06748528779449775,-0.10116751706870131,-0.07612758324257549
18,0.7790002461754093,0.3866586120251356,-0.608299207836135,0.29413570220752405,0.1932862249551161,-0.23548197262775283,0.43637359944731197,0.48956040687997704,-0.28656459973768034,-0.2904509569576055
19,0.24699074273690821,0.2132709909740391,1.247885143522534,-0.5132060763044001,0.3807266096987805,1.0449882860406476,0.1325637902935723,-0.05489944809089044,-0.2356796009358172,0.433163117998519
20,0.183681357010931,0.0030848375609317134,0.9098767802316214,0.006239352374654398,-0.19195524490745858,-0.035438096348756415,-0.30823118263415755,0.20182031633800668,0.2459870126275049,-0.32857623964003213
21,-0.37598348623776845,-0.6996838785500278,0.04923984982396187,-0.2814422585838827,-0.08660858487709598,-0.30032234739660735,-0.050461176153956705,0.014764559044159516,-0.005408083058028054,0.022904126350580287
22,0.8585775234563283,0.4741898401723412,-0.4067707121705918,-0.010156342787398463,0.18360576052449898,0.06441396148503784,1.146855298616501,-0.01816245679801738,-0.2747217204092518,-0.29820145318066776
23,1.0691137200797747,-0.28595418094413905,-0.14109933196846264,0.12014149593424177,-0.12769641045674118,-0.3107924957731188,-0.19305790607700418,-0.20465907435508504,0.4810222961254177,0.5088366114805449
24,-0.4108078124835257,-0.2764417030404653,1.0032384000526704,-0.08677561553252482,0.035996910921250444,-0.012304433466531142,0.5573372635428604,-0.604465410019783,0.009349459103744033,-0.120539528566719
25,-0.5926572930826499,-0.7639037667372421,-0.19866041517043323,0.22483650000915714,-0.5506474017577552,0.3280603636510232,-0.026138063896809085,-0.014987599442477314,0.13362014729206012,0.03527489542256717
26,-0.5926572930826499,-0.7639037667372421,-0.19866041517043323,0.22483650000915714,-0.5506474017577552,0.3280603636510232,-0.026138063896809085,-0.014987599442477314,0.13362014729206012,0.03527489542256717
27,0.7932820842056757,-0.0336021127501429,0.6456169885248807,0.44118351386887655,-0.06822587615822989,-0.11932587661895745,-0.3629802208698201,-0.21312121437541845,-0.1657976440178126,-0.2978401202861915
28,0.23361724095697625,-0.7363708288611026,-0.2150199418827791,0.15350190291033944,0.03712078387213281,-0.3842101276668083,-0.10521021438961924,-0.4001769716692656,-0.41719273970334547,0.05364024570442087
29,-0.6331745357187589,0.029679007412771297,-0.45664133385539074,-0.3356600476452553,0.8385948829650262,0.21197706367133434,-0.20416443907887905,0.0024126161237808677,0.022824721598114526,0.023744198538919323
